Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),Methanol based Ea (kJ/mol)
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,200.0,20,3.0,10.77895629,61.20937373
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,57.06222139
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,57.06222139
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,57.06222139
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,200.0,20,3.0,10.77895629,57.06222139
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,66.48545188
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,66.48545188
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,66.48545188
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,89.83862239
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,89.83862239
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,89.83862239
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,72.45982367
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,72.45982367
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,72.45982367
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,210.0,20,3.0,10.77895629,72.45982367
0.5,Null,0.0,Null,0.0,5.535363823,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,65.36348314
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,65.36348314
0.5,Null,0.0,Null,0.0,5.59805152,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,65.36348314
0.5,Null,0.0,Null,0.0,5.365976015,Co-precipitation,450.0,4.0,210.0,20,3.0,10.77895629,65.36348314
0.5,Null,0.0,Al,1.0,5.384495063,Co-precipitation,350.0,3.0,200.0,20,3.0,8.188689124,22.27248081
0.5,Null,0.0,Al,1.0,5.384495063,Co-precipitation,350.0,3.0,225.0,20,3.0,8.188689124,22.27248081
0.5,Null,0.0,Al,1.0,5.407171771,Co-precipitation,350.0,3.0,250.0,20,3.0,8.188689124,22.27248081
0.4933,SiO2/S,20.0,Null,0.0,5.407171771,Templating,450.0,5.0,220.0,20,3.0,8.29404964,37.14392462
0.4933,SiO2/S,20.0,Null,0.0,5.407171771,Templating,450.0,5.0,240.0,20,3.0,8.29404964,37.14392462
0.4933,SiO2/S,20.0,Null,0.0,5.407171771,Templating,450.0,5.0,260.0,20,3.0,8.29404964,37.14392462
0.4933,SiO2/S,20.0,Null,0.0,5.407171771,Templating,450.0,5.0,280.0,20,3.0,8.29404964,37.14392462
0.4933,SiO2/S,20.0,Null,0.0,4.391976966,Templating,450.0,5.0,300.0,20,3.0,8.29404964,37.14392462
0.4267,SiO2/S,20.0,Null,0.0,4.391976966,Sol-gel,450.0,5.0,220.0,20,3.0,8.29404964,37.69852626
0.4267,SiO2/S,20.0,Null,0.0,4.391976966,Sol-gel,450.0,5.0,240.0,20,3.0,8.29404964,37.69852626
0.4267,SiO2/S,20.0,Null,0.0,4.391976966,Sol-gel,450.0,5.0,260.0,20,3.0,8.29404964,37.69852626
0.4267,SiO2/S,20.0,Null,0.0,4.060443011,Sol-gel,450.0,5.0,280.0,20,3.0,8.29404964,37.69852626
0.4212,SiO2/S,20.0,Null,0.0,4.060443011,Impregnation,450.0,5.0,220.0,20,3.0,8.29404964,30.95013921
0.4212,SiO2/S,20.0,Null,0.0,4.060443011,Impregnation,450.0,5.0,240.0,20,3.0,8.29404964,30.95013921
0.4212,SiO2/S,20.0,Null,0.0,4.060443011,Impregnation,450.0,5.0,260.0,20,3.0,8.29404964,30.95013921
0.4212,SiO2/S,20.0,Null,0.0,3.299533728,Impregnation,450.0,5.0,280.0,20,3.0,8.29404964,30.95013921
0.44,Null,0.0,Al,6.34,2.602689685,Impregnation,300.0,2.0,200.0,40,3.0,8.699514748,20.40086923
0.44,Null,0.0,Al,6.34,2.602689685,Impregnation,300.0,2.0,220.0,40,3.0,8.699514748,20.40086923
0.44,Null,0.0,Al,6.34,2.602689685,Impregnation,300.0,2.0,240.0,40,3.0,8.699514748,20.40086923
0.44,Null,0.0,Al,6.34,4.146304301,Impregnation,300.0,2.0,200.0,40,3.0,8.699514748,9.470087347
0.44,Null,0.0,Al,6.34,3.401197382,Impregnation,300.0,2.0,220.0,40,3.0,8.699514748,9.470087347
0.44,Null,0.0,Al,6.34,3.63758616,Impregnation,300.0,2.0,240.0,40,3.0,8.699514748,9.470087347
0.88,Null,0.0,Al,5.64,3.63758616,Impregnation,300.0,2.0,200.0,40,3.0,8.699514748,11.08939695
0.88,Null,0.0,Al,5.64,3.63758616,Impregnation,300.0,2.0,220.0,40,3.0,8.699514748,11.08939695
0.88,Null,0.0,Al,5.64,3.63758616,Impregnation,300.0,2.0,240.0,40,3.0,8.699514748,11.08939695
1.33,Null,0.0,Al,4.94,4.587413464,Impregnation,300.0,2.0,200.0,40,3.0,8.699514748,18.60294815
1.33,Null,0.0,Al,4.94,4.507116246,Impregnation,300.0,2.0,220.0,40,3.0,8.699514748,18.60294815
1.33,Null,0.0,Al,4.94,4.552823706,Impregnation,300.0,2.0,240.0,40,3.0,8.699514748,18.60294815
1.599,Null,0.0,Zr,0.225,3.33220451,Co-precipitation,350.0,4.0,200.0,30,3.0,9.082507,28.1155545
1.599,Null,0.0,Zr,0.225,4.718498871,Co-precipitation,350.0,4.0,220.0,30,3.0,9.082507,28.1155545
1.599,Null,0.0,Zr,0.225,4.369447852,Co-precipitation,350.0,4.0,240.0,30,3.0,9.082507,28.1155545
0.486,γ-Al2O3,1.091,Null,0.0,4.317488114,Impregnation,400.0,3.0,250.0,30,3.0,9.392661929,8.223025564
0.486,γ-Al2O3,1.091,Null,0.0,3.465735903,Impregnation,400.0,3.0,275.0,30,3.0,9.392661929,8.223025564
0.486,γ-Al2O3,1.091,Null,0.0,4.779123493,Impregnation,400.0,3.0,300.0,30,3.0,9.392661929,8.223025564
0.486,γ-Al2O3,1.4545,Ba,0.231,4.762173935,Impregnation,400.0,3.0,150.0,30,3.0,9.392661929,23.3709263
0.486,γ-Al2O3,1.4545,Ba,0.231,4.624972813,Impregnation,400.0,3.0,175.0,30,3.0,9.392661929,23.3709263
0.486,γ-Al2O3,1.4545,Ba,0.231,4.700480366,Impregnation,400.0,3.0,200.0,30,3.0,9.392661929,23.3709263
0.486,γ-Al2O3,1.4545,Ba,0.231,1.360976553,Impregnation,400.0,3.0,225.0,30,3.0,9.392661929,23.3709263
0.486,γ-Al2O3,0.935,Ba,0.173,1.360976553,Impregnation,400.0,3.0,130.0,30,3.0,9.392661929,23.3086596
0.486,γ-Al2O3,0.935,Ba,0.173,1.360976553,Impregnation,400.0,3.0,150.0,30,3.0,9.392661929,23.3086596
0.486,γ-Al2O3,0.935,Ba,0.173,1.360976553,Impregnation,400.0,3.0,175.0,30,3.0,9.392661929,23.3086596
0.486,γ-Al2O3,0.935,Ba,0.173,1.360976553,Impregnation,400.0,3.0,200.0,30,3.0,9.392661929,23.3086596
0.486,γ-Al2O3,0.935,Ba,0.173,1.360976553,Impregnation,400.0,3.0,225.0,30,3.0,9.392661929,23.3086596
1.0,Null,0.0,Null,0.0,4.605170186,MOF-derived,150.0,12.0,160.0,20,3.0,10.40426284,69.2
1.0,Null,0.0,Null,0.0,4.043051268,MOF-derived,150.0,12.0,180.0,20,3.0,10.40426284,69.2
1.0,Null,0.0,Null,0.0,3.931825633,MOF-derived,150.0,12.0,200.0,20,3.0,10.40426284,69.2
1.0,Null,0.0,Null,0.0,4.262679877,MOF-derived,150.0,12.0,220.0,20,3.0,10.40426284,69.2
1.0,Null,0.0,Null,0.0,4.262679877,MOF-derived,150.0,12.0,160.0,20,3.0,10.40426284,78.6
1.0,Null,0.0,Null,0.0,4.262679877,MOF-derived,150.0,12.0,180.0,20,3.0,10.40426284,78.6
1.0,Null,0.0,Null,0.0,4.262679877,MOF-derived,150.0,12.0,200.0,20,3.0,10.40426284,78.6
1.0,Null,0.0,Null,0.0,4.262679877,MOF-derived,150.0,12.0,220.0,20,3.0,10.40426284,78.6
2.66,Fe,5.33,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,27.82149954
2.66,Fe,5.33,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,27.82149954
2.66,Fe,5.33,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,27.82149954
2.66,Fe,5.33,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,27.82149954
0.88,Fe,1.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,27.74157992
0.88,Fe,1.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,27.74157992
0.88,Fe,1.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,27.74157992
0.88,Fe,1.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,27.74157992
0.54,Fe,1.07,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,26.06341758
0.54,Fe,1.07,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,26.06341758
0.54,Fe,1.07,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,26.06341758
0.54,Fe,1.07,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,26.06341758
0.38,Fe,0.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,24.01537293
0.38,Fe,0.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,24.01537293
0.38,Fe,0.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,24.01537293
0.38,Fe,0.76,Null,0.0,4.262679877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,24.01537293
0.8,Fe,0.8,Null,0.0,4.33073334,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,25.97571026
0.8,Fe,0.8,Null,0.0,5.280153396,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,25.97571026
0.8,Fe,0.8,Null,0.0,5.202907182,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,25.97571026
0.8,Fe,0.8,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,25.97571026
1.06,Fe,0.53,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,21.80695843
1.06,Fe,0.53,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,21.80695843
1.06,Fe,0.53,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,21.80695843
1.06,Fe,0.53,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,21.80695843
1.59,Null,0.0,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,220.0,45,3.0,9.980448594,23.85770887
1.59,Null,0.0,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,240.0,45,3.0,9.980448594,23.85770887
1.59,Null,0.0,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,260.0,45,3.0,9.980448594,23.85770887
1.59,Null,0.0,Null,0.0,5.245443877,Deposition-coprecipitation,300.0,2.0,280.0,45,3.0,9.980448594,23.85770887
0.5,Null,0.0,Al,6.42,5.245443877,Impregnation,450.0,4.0,170.0,40,3.0,10.77895629,39.19548686
0.5,Null,0.0,Al,6.42,0.09531018,Impregnation,450.0,4.0,190.0,40,3.0,10.77895629,39.19548686
0.5,Null,0.0,Al,6.42,0.336472237,Impregnation,450.0,4.0,210.0,40,3.0,10.77895629,39.19548686
0.5,Null,0.0,Al,6.42,0.182321557,Impregnation,450.0,4.0,230.0,40,3.0,10.77895629,39.19548686
0.5,Si,0.21,Al,6.18,6.163314804,Impregnation,450.0,4.0,170.0,40,3.0,10.77895629,40.27945616
0.5,Si,0.21,Al,6.18,6.152732695,Impregnation,450.0,4.0,190.0,40,3.0,10.77895629,40.27945616
0.5,Si,0.21,Al,6.18,3.135494216,Impregnation,450.0,4.0,210.0,40,3.0,10.77895629,40.27945616
0.5,Si,0.21,Al,6.18,3.135494216,Impregnation,450.0,4.0,230.0,40,3.0,10.77895629,40.27945616
0.5,Si,4.07,Al,1.61,3.135494216,Impregnation,450.0,4.0,170.0,40,3.0,10.77895629,58.88723311
0.5,Si,4.07,Al,1.61,3.135494216,Impregnation,450.0,4.0,190.0,40,3.0,10.77895629,58.88723311
0.5,Si,4.07,Al,1.61,3.135494216,Impregnation,450.0,4.0,210.0,40,3.0,10.77895629,58.88723311
0.5,Si,4.07,Al,1.61,3.135494216,Impregnation,450.0,4.0,230.0,40,3.0,10.77895629,58.88723311
0.5,Si,5.45,Null,0.0,3.135494216,Impregnation,450.0,4.0,170.0,40,3.0,10.77895629,43.42014324
0.5,Si,5.45,Null,0.0,3.135494216,Impregnation,450.0,4.0,190.0,40,3.0,10.77895629,43.42014324
0.5,Si,5.45,Null,0.0,3.135494216,Impregnation,450.0,4.0,210.0,40,3.0,10.77895629,43.42014324
0.5,Si,5.45,Null,0.0,3.135494216,Impregnation,450.0,4.0,230.0,40,3.0,10.77895629,43.42014324
0.5,Null,0.0,Zr,0.75,3.346389145,Co-precipitation,600.0,6.0,220.0,30,2.0,8.29404964,36.86090403
0.5,Null,0.0,Zr,0.75,3.346389145,Co-precipitation,600.0,6.0,240.0,30,2.0,8.29404964,36.86090403
0.5,Null,0.0,Zr,0.75,3.346389145,Co-precipitation,600.0,6.0,250.0,30,2.0,8.29404964,36.86090403
0.5,Null,0.0,Zr,0.75,3.401197382,Co-precipitation,600.0,6.0,220.0,30,3.0,8.29404964,25.70196492
0.5,Null,0.0,Zr,0.75,3.401197382,Co-precipitation,600.0,6.0,240.0,30,3.0,8.29404964,25.70196492
0.5,Null,0.0,Zr,0.75,3.401197382,Co-precipitation,600.0,6.0,250.0,30,3.0,8.29404964,25.70196492
0.5,Null,0.0,Zr,0.75,3.871201011,Co-precipitation,600.0,6.0,220.0,30,4.0,8.29404964,35.94353525
0.5,Null,0.0,Zr,0.75,3.871201011,Co-precipitation,600.0,6.0,240.0,30,4.0,8.29404964,35.94353525
0.5,Null,0.0,Zr,0.75,3.871201011,Co-precipitation,600.0,6.0,250.0,30,4.0,8.29404964,35.94353525
0.539,Si,6.476,Null,0.0,4.247065649,Precipitation,350.0,4.0,210.0,30,3.0,8.188689124,27.09533737
0.539,Si,6.476,Null,0.0,4.244200318,Precipitation,350.0,4.0,230.0,30,3.0,8.188689124,27.09533737
0.539,Si,6.476,Null,0.0,4.162003211,Precipitation,350.0,4.0,250.0,30,3.0,8.188689124,27.09533737
0.539,Si,6.476,Null,0.0,4.261270434,Co-precipitation,350.0,4.0,210.0,30,3.0,8.188689124,29.94993094
0.539,Si,6.476,Null,0.0,4.261270434,Co-precipitation,350.0,4.0,230.0,30,3.0,8.188689124,29.94993094
0.539,Si,6.476,Null,0.0,4.261270434,Co-precipitation,350.0,4.0,250.0,30,3.0,8.188689124,29.94993094
0.539,Si,6.476,Null,0.0,4.852030264,Reverse co-precipitation,350.0,4.0,210.0,30,3.0,8.188689124,41.64536607
0.539,Si,6.476,Null,0.0,5.159055299,Reverse co-precipitation,350.0,4.0,230.0,30,3.0,8.188689124,41.64536607
0.539,Si,6.476,Null,0.0,5.159055299,Reverse co-precipitation,350.0,4.0,250.0,30,3.0,8.188689124,41.64536607
0.7356,Null,0.0,Null,0.0,4.143134726,MOF-derived,600.0,4.0,200.0,30,3.0,8.699514748,35.52025831
0.7356,Null,0.0,Null,0.0,4.143134726,MOF-derived,600.0,4.0,230.0,30,3.0,8.699514748,35.52025831
0.7356,Null,0.0,Null,0.0,3.799973502,MOF-derived,600.0,4.0,250.0,30,3.0,8.699514748,35.52025831
0.7356,Null,0.0,Null,0.0,3.799973502,MOF-derived,600.0,4.0,270.0,30,3.0,8.699514748,35.52025831
2.032,Null,0.0,Null,0.0,2.954910279,MOF-derived,600.0,4.0,200.0,30,3.0,8.699514748,79.99643885
2.032,Null,0.0,Null,0.0,2.954910279,MOF-derived,600.0,4.0,230.0,30,3.0,8.699514748,79.99643885
2.032,Null,0.0,Null,0.0,2.954910279,MOF-derived,600.0,4.0,250.0,30,3.0,8.699514748,79.99643885
0.6683,Null,0.0,Null,0.0,4.143134726,MOF-derived,600.0,4.0,200.0,30,3.0,8.699514748,56.15990776
0.6683,Null,0.0,Null,0.0,3.799973502,MOF-derived,600.0,4.0,230.0,30,3.0,8.699514748,56.15990776
0.6683,Null,0.0,Null,0.0,3.799973502,MOF-derived,600.0,4.0,250.0,30,3.0,8.699514748,56.15990776
0.6683,Null,0.0,Null,0.0,3.799973502,MOF-derived,600.0,4.0,270.0,30,3.0,8.699514748,56.15990776
0.4354,Null,0.0,Null,0.0,2.954910279,MOF-derived,600.0,4.0,200.0,30,3.0,8.699514748,62.04009665
0.4354,Null,0.0,Null,0.0,2.954910279,MOF-derived,600.0,4.0,230.0,30,3.0,8.699514748,62.04009665
0.4354,Null,0.0,Null,0.0,5.347107531,MOF-derived,600.0,4.0,250.0,30,3.0,8.699514748,62.04009665
6.236,Null,0.0,Null,0.0,3.478158423,Impregnation,350.0,4.0,220.0,30,3.0,8.188689124,28.55296355
6.236,Null,0.0,Null,0.0,3.478158423,Impregnation,350.0,4.0,240.0,30,3.0,8.188689124,28.55296355
6.236,Null,0.0,Null,0.0,6.378426184,Impregnation,350.0,4.0,260.0,30,3.0,8.188689124,28.55296355
6.236,Null,0.0,Null,0.0,6.378426184,Impregnation,350.0,4.0,280.0,30,3.0,8.188689124,28.55296355
7.77,Null,0.0,Null,0.0,3.507357577,Impregnation,350.0,4.0,220.0,30,3.0,8.188689124,27.47823296
7.77,Null,0.0,Null,0.0,3.507357577,Impregnation,350.0,4.0,240.0,30,3.0,8.188689124,27.47823296
7.77,Null,0.0,Null,0.0,3.507357577,Impregnation,350.0,4.0,260.0,30,3.0,8.188689124,27.47823296
7.77,Null,0.0,Null,0.0,3.507357577,Impregnation,350.0,4.0,280.0,30,3.0,8.188689124,27.47823296
8.582,Null,0.0,Null,0.0,3.771150447,Impregnation,350.0,4.0,220.0,30,3.0,8.188689124,23.26065864
8.582,Null,0.0,Null,0.0,3.771150447,Impregnation,350.0,4.0,240.0,30,3.0,8.188689124,23.26065864
8.582,Null,0.0,Null,0.0,3.771150447,Impregnation,350.0,4.0,260.0,30,3.0,8.188689124,23.26065864
8.582,Null,0.0,Null,0.0,3.771150447,Impregnation,350.0,4.0,280.0,30,3.0,8.188689124,23.26065864
0.8989,Null,0.0,Null,0.0,3.96783607,MOF-derived,500.0,6.0,220.0,45,3.0,9.980448594,36.17528869
0.8989,Null,0.0,Null,0.0,3.96783607,MOF-derived,500.0,6.0,240.0,45,3.0,9.980448594,36.17528869
0.8989,Null,0.0,Null,0.0,3.96783607,MOF-derived,500.0,6.0,260.0,45,3.0,9.980448594,36.17528869
0.3696,Null,0.0,Null,0.0,3.870784257,MOF-derived,500.0,6.0,220.0,45,3.0,9.980448594,41.38127361
0.3696,Null,0.0,Null,0.0,3.870784257,MOF-derived,500.0,6.0,240.0,45,3.0,9.980448594,41.38127361
0.3696,Null,0.0,Null,0.0,3.870784257,MOF-derived,500.0,6.0,260.0,45,3.0,9.980448594,41.38127361
0.3696,Null,0.0,Null,0.0,3.870784257,MOF-derived,500.0,6.0,270.0,45,3.0,9.980448594,41.38127361
0.24876,Null,0.0,Null,0.0,3.8495091,MOF-derived,500.0,6.0,220.0,45,3.0,9.980448594,39.11512925
0.24876,Null,0.0,Null,0.0,3.8495091,MOF-derived,500.0,6.0,240.0,45,3.0,9.980448594,39.11512925
0.24876,Null,0.0,Null,0.0,3.8495091,MOF-derived,500.0,6.0,260.0,45,3.0,9.980448594,39.11512925
0.4138,Null,0.0,Null,0.0,3.557631168,MOF-derived,500.0,6.0,220.0,45,3.0,9.980448594,37.60460143
0.4138,Null,0.0,Null,0.0,3.557631168,MOF-derived,500.0,6.0,240.0,45,3.0,9.980448594,37.60460143
0.4138,Null,0.0,Null,0.0,3.557631168,MOF-derived,500.0,6.0,260.0,45,3.0,9.980448594,37.60460143
0.4138,Null,0.0,Null,0.0,3.557631168,MOF-derived,500.0,6.0,270.0,45,3.0,9.980448594,37.60460143
0.42686,Null,0.0,Null,0.0,3.909219078,MOF-derived,500.0,6.0,220.0,45,3.0,9.980448594,34.16115115
0.42686,Null,0.0,Null,0.0,3.909219078,MOF-derived,500.0,6.0,240.0,45,3.0,9.980448594,34.16115115
0.42686,Null,0.0,Null,0.0,3.909219078,MOF-derived,500.0,6.0,260.0,45,3.0,9.980448594,34.16115115
0.48,Null,0.0,Al,0.17,5.062595033,Co-precipitation,350.0,12.0,170.0,1,3.0,8.29404964,12.11338979
0.48,Null,0.0,Al,0.17,5.062595033,Co-precipitation,350.0,12.0,190.0,1,3.0,8.29404964,12.11338979
0.48,Null,0.0,Al,0.17,5.062595033,Co-precipitation,350.0,12.0,210.0,1,3.0,8.29404964,12.11338979
0.48,Null,0.0,Al,0.17,4.882801923,Co-precipitation,350.0,12.0,230.0,1,3.0,8.29404964,12.11338979
0.48,Null,0.0,Al,0.17,4.882801923,Co-precipitation,350.0,12.0,250.0,1,3.0,8.29404964,12.11338979
6.91,Null,0.0,Null,0.0,3.555348061,Electroless deposition,23.0,0.0,200.0,20,3.0,8.699514748,19.24983221
6.91,Null,0.0,Null,0.0,3.360375387,Electroless deposition,23.0,0.0,220.0,20,3.0,8.699514748,19.24983221
6.91,Null,0.0,Null,0.0,3.063390922,Electroless deposition,23.0,0.0,240.0,20,3.0,8.699514748,19.24983221
6.91,Null,0.0,Null,0.0,3.36729583,Electroless deposition,23.0,0.0,200.0,20,3.0,9.210340372,33.72565472
6.91,Null,0.0,Null,0.0,3.401197382,Electroless deposition,23.0,0.0,220.0,20,3.0,9.210340372,33.72565472
6.91,Null,0.0,Null,0.0,3.295836866,Electroless deposition,23.0,0.0,240.0,20,3.0,9.210340372,33.72565472
0.5,Mg,0.05,Zr,0.45,5.245443877,Impregnation,600.0,6.0,230.0,20,3.0,8.371010681,60.35425435
0.5,Mg,0.05,Zr,0.45,5.245443877,Impregnation,600.0,6.0,250.0,20,3.0,8.371010681,60.35425435
0.5,Mg,0.05,Zr,0.45,5.245443877,Impregnation,600.0,6.0,270.0,20,3.0,8.371010681,60.35425435
0.25,Au,0.006,Al,0.25,3.135494216,Deposition-precipitation,350.0,12.0,200.0,40,6.0,8.853665428,30.38594931
0.25,Au,0.006,Al,0.25,3.135494216,Deposition-precipitation,350.0,12.0,220.0,40,6.0,8.853665428,30.38594931
0.25,Au,0.006,Al,0.25,3.135494216,Deposition-precipitation,350.0,12.0,240.0,40,6.0,8.853665428,30.38594931
0.25,Au,0.006,Al,0.25,3.135494216,Deposition-precipitation,350.0,12.0,260.0,40,6.0,8.853665428,30.38594931
0.14,Null,0.0,Null,0.0,2.674148649,Chitosan-assisted co-precipitation,450.0,2.0,180.0,20,3.0,8.476371197,20.92105637
0.14,Null,0.0,Null,0.0,2.674148649,Chitosan-assisted co-precipitation,450.0,2.0,200.0,20,3.0,8.476371197,20.92105637
0.14,Null,0.0,Null,0.0,2.674148649,Chitosan-assisted co-precipitation,450.0,2.0,220.0,20,3.0,8.476371197,20.92105637
0.14,Null,0.0,Null,0.0,2.674148649,Chitosan-assisted co-precipitation,450.0,2.0,240.0,20,3.0,8.476371197,20.92105637
0.93,Null,0.0,Null,0.0,3.832979798,Chitosan-assisted co-precipitation,450.0,2.0,180.0,20,3.0,8.476371197,20.96880855
0.93,Null,0.0,Null,0.0,3.832979798,Chitosan-assisted co-precipitation,450.0,2.0,200.0,20,3.0,8.476371197,20.96880855
0.93,Null,0.0,Null,0.0,3.832979798,Chitosan-assisted co-precipitation,450.0,2.0,220.0,20,3.0,8.476371197,20.96880855
0.93,Null,0.0,Null,0.0,3.832979798,Chitosan-assisted co-precipitation,450.0,2.0,240.0,20,3.0,8.476371197,20.96880855
0.85,Null,0.0,Null,0.0,3.540959324,Chitosan-assisted co-precipitation,450.0,2.0,180.0,20,3.0,8.476371197,19.13284087
0.85,Null,0.0,Null,0.0,3.540959324,Chitosan-assisted co-precipitation,450.0,2.0,200.0,20,3.0,8.476371197,19.13284087
0.85,Null,0.0,Null,0.0,3.540959324,Chitosan-assisted co-precipitation,450.0,2.0,220.0,20,3.0,8.476371197,19.13284087
0.85,Null,0.0,Null,0.0,3.540959324,Chitosan-assisted co-precipitation,450.0,2.0,240.0,20,3.0,8.476371197,19.13284087
0.75,Null,0.0,Null,0.0,3.346389145,Chitosan-assisted co-precipitation,450.0,2.0,180.0,20,3.0,8.476371197,19.87953592
0.75,Null,0.0,Null,0.0,3.346389145,Chitosan-assisted co-precipitation,450.0,2.0,200.0,20,3.0,8.476371197,19.87953592
0.75,Null,0.0,Null,0.0,3.346389145,Chitosan-assisted co-precipitation,450.0,2.0,220.0,20,3.0,8.476371197,19.87953592
0.75,Null,0.0,Null,0.0,3.346389145,Chitosan-assisted co-precipitation,450.0,2.0,240.0,20,3.0,8.476371197,19.87953592
0.4854,Null,0.0,Al,0.4757,3.663561646,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,27.65828925
0.4854,Null,0.0,Al,0.4757,3.663561646,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,27.65828925
0.4854,Null,0.0,Al,0.4757,3.663561646,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,27.65828925
0.4785,F,0.0574,Al,0.464,3.401197382,Memory effect,500.0,4.0,230.0,50,3.0,9.392661929,29.14783995
0.4785,F,0.0574,Al,0.464,3.401197382,Memory effect,500.0,4.0,250.0,50,3.0,9.392661929,29.14783995
0.4785,F,0.0574,Al,0.464,3.401197382,Memory effect,500.0,4.0,270.0,50,3.0,9.392661929,29.14783995
0.486,Null,0.0,Al,0.475,3.828641396,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,23.34847595
0.486,Null,0.0,Al,0.475,3.828641396,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,23.34847595
0.486,Null,0.0,Al,0.475,3.828641396,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,23.34847595
